# Header: trajectory of angry bird. 

 x [m]   y [m]   t [s] 
15.318  15.447   0.756 
15.320  15.449   0.757 
15.322  15.451   0.757 
15.324  15.452   0.757 
15.326  15.454   0.757 
15.328  15.456   0.757 
15.330  15.457   0.757 
15.332  15.459   0.757 
15.334  15.461   0.757 
15.336  15.462   0.757 
15.338  15.464   0.757 
15.340  15.466   0.758 
15.342  15.467   0.758 
15.344  15.469   0.758 
15.346  15.471   0.758 
15.348  15.472   0.758 
15.350  15.474   0.758 
15.352  15.476   0.758 
15.354  15.477   0.758 
15.356  15.479   0.758 
15.358  15.481   0.758 
15.360  15.482   0.759 
15.362  15.484   0.759 
15.364  15.486   0.759 
15.366  15.487   0.759 
15.368  15.489   0.759 
15.371  15.491   0.759 
15.373  15.492   0.759 
15.375  15.494   0.759 
15.377  15.496   0.759 
15.379  15.497   0.759 
15.381  15.499   0.760 
15.383  15.501   0.760 
15.385  15.502   0.760 
15.387  15.504   0.760 
15.389  15.506   0.760 
15.391  15.507   0.760 
15.393  15.509   0.760 
15.395  15.511   0.760 
15.397  15.512   0.760 
15.399  15.514   0.760 
15.401  15.516   0.761 
15.403  15.517   0.761 
15.405  15.519   0.761 
15.407  15.521   0.761 
15.409  15.522   0.761 
15.411  15.524   0.761 
15.413  15.526   0.761 
15.415  15.527   0.761 
15.417  15.529   0.761 
15.419  15.531   0.761 
15.421  15.532   0.762 
15.423  15.534   0.762 
15.425  15.536   0.762 
15.427  15.537   0.762 
15.429  15.539   0.762 
15.431  15.541   0.762 
15.433  15.542   0.762 
15.435  15.544   0.762 
15.437  15.546   0.762 
15.439  15.547   0.762 
15.441  15.549   0.763 
15.443  15.551   0.763 
15.445  15.552   0.763 
15.447  15.554   0.763 
15.449  15.556   0.763 
15.451  15.557   0.763 
15.454  15.559   0.763 
15.456  15.561   0.763 
15.458  15.562   0.763 
15.460  15.564   0.763 
15.462  15.566   0.764 
15.464  15.567   0.764 
15.466  15.569   0.764 
15.468  15.571   0.764 
15.470  15.572   0.764 
15.472  15.574   0.764 
15.474  15.576   0.764 
15.476  15.577   0.764 
15.478  15.579   0.764 
15.480  15.581   0.764 
15.482  15.582   0.765 
15.484  15.584   0.765 
15.486  15.586   0.765 
15.488  15.587   0.765 
15.490  15.589   0.765 
15.492  15.591   0.765 
15.494  15.592   0.765 
15.496  15.594   0.765 
15.498  15.596   0.765 
15.500  15.597   0.765 
15.502  15.599   0.766 
15.504  15.601   0.766 
15.506  15.602   0.766 
15.508  15.604   0.766 
15.510  15.606   0.766 
15.512  15.607   0.766 
15.514  15.609   0.766 
15.516  15.611   0.766 
15.518  15.612   0.766 
15.520  15.614   0.766 
15.522  15.615   0.767 
15.524  15.617   0.767 
15.526  15.619   0.767 
15.528  15.620   0.767 
15.530  15.622   0.767 
15.532  15.624   0.767 
15.535  15.625   0.767 
15.537  15.627   0.767 
15.539  15.629   0.767 
15.541  15.630   0.767 
15.543  15.632   0.768 
15.545  15.634   0.768 
15.547  15.635   0.768 
15.549  15.637   0.768 
15.551  15.639   0.768 
15.553  15.640   0.768 
15.555  15.642   0.768 
15.557  15.644   0.768 
15.559  15.645   0.768 
15.561  15.647   0.768 
15.563  15.649   0.769 
15.565  15.650   0.769 
15.567  15.652   0.769 
15.569  15.654   0.769 
15.571  15.655   0.769 
15.573  15.657   0.769 
15.575  15.659   0.769 
15.577  15.660   0.769 
15.579  15.662   0.769 
15.581  15.664   0.769 
15.583  15.665   0.770 
15.585  15.667   0.770 
15.587  15.669   0.770 
15.589  15.670   0.770 
15.591  15.672   0.770 
15.593  15.674   0.770 
15.595  15.675   0.770 
15.597  15.677   0.770 
15.599  15.679   0.770 
15.601  15.680   0.770 
15.603  15.682   0.771 
15.605  15.684   0.771 
15.607  15.685   0.771 
15.609  15.687   0.771 
15.611  15.688   0.771 
15.613  15.690   0.771 
15.616  15.692   0.771 
15.618  15.693   0.771 
15.620  15.695   0.771 
15.622  15.697   0.771 
15.624  15.698   0.772 
15.626  15.700   0.772 
15.628  15.702   0.772 
15.630  15.703   0.772 
15.632  15.705   0.772 
15.634  15.707   0.772 
15.636  15.708   0.772 
15.638  15.710   0.772 
15.640  15.712   0.772 
15.642  15.713   0.772 
15.644  15.715   0.773 
15.646  15.717   0.773 
15.648  15.718   0.773 
15.650  15.720   0.773 
15.652  15.722   0.773 
15.654  15.723   0.773 
15.656  15.725   0.773 
15.658  15.727   0.773 
15.660  15.728   0.773 
15.662  15.730   0.773 
15.664  15.732   0.774 
15.666  15.733   0.774 
15.668  15.735   0.774 
15.670  15.736   0.774 
15.672  15.738   0.774 
15.674  15.740   0.774 
15.676  15.741   0.774 
15.678  15.743   0.774 
15.680  15.745   0.774 
15.682  15.746   0.774 
15.684  15.748   0.775 
15.686  15.750   0.775 
15.688  15.751   0.775 
15.690  15.753   0.775 
15.692  15.755   0.775 
15.694  15.756   0.775 
15.697  15.758   0.775 
15.699  15.760   0.775 
15.701  15.761   0.775 
15.703  15.763   0.775 
15.705  15.765   0.776 
15.707  15.766   0.776 
15.709  15.768   0.776 
15.711  15.770   0.776 
15.713  15.771   0.776 
15.715  15.773   0.776 
15.717  15.774   0.776 
15.719  15.776   0.776 
15.721  15.778   0.776 
15.723  15.779   0.776 
15.725  15.781   0.777 
15.727  15.783   0.777 
15.729  15.784   0.777 
15.731  15.786   0.777 
15.733  15.788   0.777 
15.735  15.789   0.777 
15.737  15.791   0.777 
15.739  15.793   0.777 
15.741  15.794   0.777 
15.743  15.796   0.777 
15.745  15.798   0.778 
15.747  15.799   0.778 
15.749  15.801   0.778 
15.751  15.803   0.778 
15.753  15.804   0.778 
15.755  15.806   0.778 
15.757  15.807   0.778 
15.759  15.809   0.778 
15.761  15.811   0.778 
15.763  15.812   0.778 
15.765  15.814   0.779 
15.767  15.816   0.779 
15.769  15.817   0.779 
15.771  15.819   0.779 
15.773  15.821   0.779 
15.775  15.822   0.779 
15.777  15.824   0.779 
15.780  15.826   0.779 
15.782  15.827   0.779 
15.784  15.829   0.779 
15.786  15.831   0.780 
15.788  15.832   0.780 
15.790  15.834   0.780 
15.792  15.836   0.780 
15.794  15.837   0.780 
15.796  15.839   0.780 
15.798  15.840   0.780 
15.800  15.842   0.780 
15.802  15.844   0.780 
15.804  15.845   0.780 
15.806  15.847   0.781 
15.808  15.849   0.781 
15.810  15.850   0.781 
15.812  15.852   0.781 
15.814  15.854   0.781 
15.816  15.855   0.781 
15.818  15.857   0.781 
15.820  15.859   0.781 
15.822  15.860   0.781 
15.824  15.862   0.781 
15.826  15.864   0.782 
15.828  15.865   0.782 
15.830  15.867   0.782 
15.832  15.868   0.782 
15.834  15.870   0.782 
15.836  15.872   0.782 
15.838  15.873   0.782 
15.840  15.875   0.782 
15.842  15.877   0.782 
15.844  15.878   0.782 
15.846  15.880   0.783 
15.848  15.882   0.783 
15.850  15.883   0.783 
15.852  15.885   0.783 
15.854  15.887   0.783 
15.856  15.888   0.783 
15.858  15.890   0.783 
15.861  15.891   0.783 
15.863  15.893   0.783 
15.865  15.895   0.783 
15.867  15.896   0.784 
15.869  15.898   0.784 
15.871  15.900   0.784 
15.873  15.901   0.784 
15.875  15.903   0.784 
15.877  15.905   0.784 
15.879  15.906   0.784 
15.881  15.908   0.784 
15.883  15.910   0.784 
15.885  15.911   0.784 
15.887  15.913   0.785 
15.889  15.915   0.785 
15.891  15.916   0.785 
15.893  15.918   0.785 
15.895  15.919   0.785 
15.897  15.921   0.785 
15.899  15.923   0.785 
15.901  15.924   0.785 
15.903  15.926   0.785 
15.905  15.928   0.785 
15.907  15.929   0.786 
15.909  15.931   0.786 
15.911  15.933   0.786 
15.913  15.934   0.786 
15.915  15.936   0.786 
15.917  15.938   0.786 
15.919  15.939   0.786 
15.921  15.941   0.786 
15.923  15.942   0.786 
15.925  15.944   0.786 
15.927  15.946   0.787 
15.929  15.947   0.787 
15.931  15.949   0.787 
15.933  15.951   0.787 
15.935  15.952   0.787 
15.937  15.954   0.787 
15.939  15.956   0.787 
15.942  15.957   0.787 
15.944  15.959   0.787 
15.946  15.960   0.787 
15.948  15.962   0.788 
15.950  15.964   0.788 
15.952  15.965   0.788 
15.954  15.967   0.788 
15.956  15.969   0.788 
15.958  15.970   0.788 
15.960  15.972   0.788 
15.962  15.974   0.788 
15.964  15.975   0.788 
15.966  15.977   0.788 
15.968  15.979   0.789 
15.970  15.980   0.789 
15.972  15.982   0.789 
15.974  15.983   0.789 
15.976  15.985   0.789 
15.978  15.987   0.789 
15.980  15.988   0.789 
15.982  15.990   0.789 
15.984  15.992   0.789 
15.986  15.993   0.789 
15.988  15.995   0.790 
15.990  15.997   0.790 
15.992  15.998   0.790 
15.994  16.000   0.790 
15.996  16.001   0.790 
15.998  16.003   0.790 
16.000  16.005   0.790 
16.002  16.006   0.790 
16.004  16.008   0.790 
16.006  16.010   0.790 
16.008  16.011   0.791 
16.010  16.013   0.791 
16.012  16.015   0.791 
16.014  16.016   0.791 
16.016  16.018   0.791 
16.018  16.019   0.791 
16.020  16.021   0.791 
16.022  16.023   0.791 
16.025  16.024   0.791 
16.027  16.026   0.791 
16.029  16.028   0.792 
16.031  16.029   0.792 
16.033  16.031   0.792 
16.035  16.033   0.792 
16.037  16.034   0.792 
16.039  16.036   0.792 
16.041  16.037   0.792 
16.043  16.039   0.792 
16.045  16.041   0.792 
16.047  16.042   0.792 
16.049  16.044   0.793 
16.051  16.046   0.793 
16.053  16.047   0.793 
16.055  16.049   0.793 
16.057  16.051   0.793 
16.059  16.052   0.793 
16.061  16.054   0.793 
16.063  16.055   0.793 
16.065  16.057   0.793 
16.067  16.059   0.793 
16.069  16.060   0.794 
16.071  16.062   0.794 
16.073  16.064   0.794 
16.075  16.065   0.794 
16.077  16.067   0.794 
16.079  16.069   0.794 
16.081  16.070   0.794 
16.083  16.072   0.794 
16.085  16.073   0.794 
16.087  16.075   0.794 
16.089  16.077   0.795 
16.091  16.078   0.795 
16.093  16.080   0.795 
16.095  16.082   0.795 
16.097  16.083   0.795 
16.099  16.085   0.795 
16.101  16.087   0.795 
16.103  16.088   0.795 
16.106  16.090   0.795 
16.108  16.091   0.795 
16.110  16.093   0.796 
16.112  16.095   0.796 
16.114  16.096   0.796 
16.116  16.098   0.796 
16.118  16.100   0.796 
16.120  16.101   0.796 
16.122  16.103   0.796 
16.124  16.104   0.796 
16.126  16.106   0.796 
16.128  16.108   0.796 
16.130  16.109   0.797 
16.132  16.111   0.797 
16.134  16.113   0.797 
16.136  16.114   0.797 
16.138  16.116   0.797 
16.140  16.118   0.797 
16.142  16.119   0.797 
16.144  16.121   0.797 
16.146  16.122   0.797 
16.148  16.124   0.797 
16.150  16.126   0.798 
16.152  16.127   0.798 
16.154  16.129   0.798 
16.156  16.131   0.798 
16.158  16.132   0.798 
16.160  16.134   0.798 
16.162  16.135   0.798 
16.164  16.137   0.798 
16.166  16.139   0.798 
16.168  16.140   0.798 
16.170  16.142   0.799 
16.172  16.144   0.799 
16.174  16.145   0.799 
16.176  16.147   0.799 
16.178  16.148   0.799 
16.180  16.150   0.799 
16.182  16.152   0.799 
16.184  16.153   0.799 
16.187  16.155   0.799 
16.189  16.157   0.799 
16.191  16.158   0.800 
16.193  16.160   0.800 
16.195  16.162   0.800 
16.197  16.163   0.800 
16.199  16.165   0.800 
16.201  16.166   0.800 
16.203  16.168   0.800 
16.205  16.170   0.800 
16.207  16.171   0.800 
16.209  16.173   0.800 
16.211  16.175   0.801 
16.213  16.176   0.801 
16.215  16.178   0.801 
16.217  16.179   0.801 
16.219  16.181   0.801 
16.221  16.183   0.801 
16.223  16.184   0.801 
16.225  16.186   0.801 
16.227  16.188   0.801 
16.229  16.189   0.801 
16.231  16.191   0.802 
16.233  16.192   0.802 
16.235  16.194   0.802 
16.237  16.196   0.802 
16.239  16.197   0.802 
16.241  16.199   0.802 
16.243  16.201   0.802 
16.245  16.202   0.802 
16.247  16.204   0.802 
16.249  16.205   0.802 
16.251  16.207   0.803 
16.253  16.209   0.803 
16.255  16.210   0.803 
16.257  16.212   0.803 
16.259  16.214   0.803 
16.261  16.215   0.803 
16.263  16.217   0.803 
16.265  16.218   0.803 
16.268  16.220   0.803 
16.270  16.222   0.803 
16.272  16.223   0.804 
16.274  16.225   0.804 
16.276  16.227   0.804 
16.278  16.228   0.804 
16.280  16.230   0.804 
16.282  16.231   0.804 
16.284  16.233   0.804 
16.286  16.235   0.804 
16.288  16.236   0.804 
16.290  16.238   0.804 
16.292  16.240   0.805 
16.294  16.241   0.805 
16.296  16.243   0.805 
16.298  16.244   0.805 
16.300  16.246   0.805 
16.302  16.248   0.805 
16.304  16.249   0.805 
16.306  16.251   0.805 
16.308  16.253   0.805 
16.310  16.254   0.805 
16.312  16.256   0.806 
16.314  16.257   0.806 
16.316  16.259   0.806 
16.318  16.261   0.806 
16.320  16.262   0.806 
16.322  16.264   0.806 
16.324  16.266   0.806 
16.326  16.267   0.806 
16.328  16.269   0.806 
16.330  16.270   0.806 
16.332  16.272   0.807 
16.334  16.274   0.807 
16.336  16.275   0.807 
16.338  16.277   0.807 
16.340  16.279   0.807 
16.342  16.280   0.807 
16.344  16.282   0.807 
16.346  16.283   0.807 
16.348  16.285   0.807 
16.351  16.287   0.807 
16.353  16.288   0.808 
16.355  16.290   0.808 
16.357  16.291   0.808 
16.359  16.293   0.808 
16.361  16.295   0.808 
16.363  16.296   0.808 
16.365  16.298   0.808 
16.367  16.300   0.808 
16.369  16.301   0.808 
16.371  16.303   0.808 
16.373  16.304   0.809 
16.375  16.306   0.809 
16.377  16.308   0.809 
16.379  16.309   0.809 
16.381  16.311   0.809 
16.383  16.313   0.809 
16.385  16.314   0.809 
16.387  16.316   0.809 
16.389  16.317   0.809 
16.391  16.319   0.809 
16.393  16.321   0.810 
16.395  16.322   0.810 
16.397  16.324   0.810 
16.399  16.325   0.810 
16.401  16.327   0.810 
16.403  16.329   0.810 
16.405  16.330   0.810 
16.407  16.332   0.810 
16.409  16.334   0.810 
16.411  16.335   0.810 
16.413  16.337   0.811 
16.415  16.338   0.811 
16.417  16.340   0.811 
16.419  16.342   0.811 
16.421  16.343   0.811 
16.423  16.345   0.811 
16.425  16.347   0.811 
16.427  16.348   0.811 
16.429  16.350   0.811 
16.432  16.351   0.811 
16.434  16.353   0.812 
16.436  16.355   0.812 
16.438  16.356   0.812 
16.440  16.358   0.812 
16.442  16.359   0.812 
16.444  16.361   0.812 
16.446  16.363   0.812 
16.448  16.364   0.812 
16.450  16.366   0.812 
16.452  16.368   0.812 
16.454  16.369   0.813 
16.456  16.371   0.813 
16.458  16.372   0.813 
16.460  16.374   0.813 
16.462  16.376   0.813 
16.464  16.377   0.813 
16.466  16.379   0.813 
16.468  16.380   0.813 
16.470  16.382   0.813 
16.472  16.384   0.813 
16.474  16.385   0.814 
16.476  16.387   0.814 
16.478  16.389   0.814 
16.480  16.390   0.814 
16.482  16.392   0.814 
16.484  16.393   0.814 
16.486  16.395   0.814 
16.488  16.397   0.814 
16.490  16.398   0.814 
16.492  16.400   0.814 
16.494  16.401   0.815 
16.496  16.403   0.815 
16.498  16.405   0.815 
16.500  16.406   0.815 
16.502  16.408   0.815 
16.504  16.410   0.815 
16.506  16.411   0.815 
16.508  16.413   0.815 
16.510  16.414   0.815 
16.513  16.416   0.815 
16.515  16.418   0.816 
16.517  16.419   0.816 
16.519  16.421   0.816 
16.521  16.422   0.816 
16.523  16.424   0.816 
16.525  16.426   0.816 
16.527  16.427   0.816 
16.529  16.429   0.816 
16.531  16.430   0.816 
16.533  16.432   0.816 
16.535  16.434   0.817 
16.537  16.435   0.817 
16.539  16.437   0.817 
16.541  16.439   0.817 
16.543  16.440   0.817 
16.545  16.442   0.817 
16.547  16.443   0.817 
16.549  16.445   0.817 
16.551  16.447   0.817 
16.553  16.448   0.817 
16.555  16.450   0.818 
16.557  16.451   0.818 
16.559  16.453   0.818 
16.561  16.455   0.818 
16.563  16.456   0.818 
16.565  16.458   0.818 
16.567  16.459   0.818 
16.569  16.461   0.818 
16.571  16.463   0.818 
16.573  16.464   0.818 
16.575  16.466   0.819 
16.577  16.468   0.819 
16.579  16.469   0.819 
16.581  16.471   0.819 
16.583  16.472   0.819 
16.585  16.474   0.819 
16.587  16.476   0.819 
16.589  16.477   0.819 
16.591  16.479   0.819 
16.594  16.480   0.819 
16.596  16.482   0.820 
16.598  16.484   0.820 
16.600  16.485   0.820 
16.602  16.487   0.820 
16.604  16.488   0.820 
16.606  16.490   0.820 
16.608  16.492   0.820 
16.610  16.493   0.820 
16.612  16.495   0.820 
16.614  16.496   0.820 
16.616  16.498   0.821 
16.618  16.500   0.821 
16.620  16.501   0.821 
16.622  16.503   0.821 
16.624  16.505   0.821 
16.626  16.506   0.821 
16.628  16.508   0.821 
16.630  16.509   0.821 
16.632  16.511   0.821 
16.634  16.513   0.821 
16.636  16.514   0.822 
16.638  16.516   0.822 
16.640  16.517   0.822 
16.642  16.519   0.822 
16.644  16.521   0.822 
16.646  16.522   0.822 
16.648  16.524   0.822 
16.650  16.525   0.822 
16.652  16.527   0.822 
16.654  16.529   0.822 
16.656  16.530   0.823 
16.658  16.532   0.823 
16.660  16.533   0.823 
16.662  16.535   0.823 
16.664  16.537   0.823 
16.666  16.538   0.823 
16.668  16.540   0.823 
16.670  16.541   0.823 
16.672  16.543   0.823 
16.674  16.545   0.823 
16.677  16.546   0.824 
16.679  16.548   0.824 
16.681  16.550   0.824 
16.683  16.551   0.824 
16.685  16.553   0.824 
16.687  16.554   0.824 
16.689  16.556   0.824 
16.691  16.558   0.824 
16.693  16.559   0.824 
16.695  16.561   0.824 
16.697  16.562   0.825 
16.699  16.564   0.825 
16.701  16.566   0.825 
16.703  16.567   0.825 
16.705  16.569   0.825 
16.707  16.570   0.825 
16.709  16.572   0.825 
16.711  16.574   0.825 
16.713  16.575   0.825 
16.715  16.577   0.825 
16.717  16.578   0.826 
16.719  16.580   0.826 
16.721  16.582   0.826 
16.723  16.583   0.826 
16.725  16.585   0.826 
16.727  16.586   0.826 
16.729  16.588   0.826 
16.731  16.590   0.826 
16.733  16.591   0.826 
16.735  16.593   0.826 
16.737  16.594   0.827 
16.739  16.596   0.827 
16.741  16.598   0.827 
16.743  16.599   0.827 
16.745  16.601   0.827 
16.747  16.602   0.827 
16.749  16.604   0.827 
16.751  16.606   0.827 
16.753  16.607   0.827 
16.755  16.609   0.827 
16.758  16.610   0.828 
16.760  16.612   0.828 
16.762  16.614   0.828 
16.764  16.615   0.828 
16.766  16.617   0.828 
16.768  16.618   0.828 
16.770  16.620   0.828 
16.772  16.622   0.828 
16.774  16.623   0.828 
16.776  16.625   0.828 
16.778  16.626   0.829 
16.780  16.628   0.829 
16.782  16.630   0.829 
16.784  16.631   0.829 
16.786  16.633   0.829 
16.788  16.634   0.829 
16.790  16.636   0.829 
16.792  16.638   0.829 
16.794  16.639   0.829 
16.796  16.641   0.829 
16.798  16.642   0.830 
16.800  16.644   0.830 
16.802  16.646   0.830 
16.804  16.647   0.830 
16.806  16.649   0.830 
16.808  16.650   0.830 
16.810  16.652   0.830 
16.812  16.654   0.830 
16.814  16.655   0.830 
16.816  16.657   0.830 
16.818  16.658   0.831 
16.820  16.660   0.831 
16.822  16.662   0.831 
16.824  16.663   0.831 
16.826  16.665   0.831 
16.828  16.666   0.831 
16.830  16.668   0.831 
16.832  16.670   0.831 
16.834  16.671   0.831 
16.836  16.673   0.831 
16.839  16.674   0.832 
16.841  16.676   0.832 
16.843  16.678   0.832 
16.845  16.679   0.832 
16.847  16.681   0.832 
16.849  16.682   0.832 
16.851  16.684   0.832 
16.853  16.686   0.832 
16.855  16.687   0.832 
16.857  16.689   0.832 
16.859  16.690   0.833 
16.861  16.692   0.833 
16.863  16.694   0.833 
16.865  16.695   0.833 
16.867  16.697   0.833 
16.869  16.698   0.833 
16.871  16.700   0.833 
16.873  16.702   0.833 
16.875  16.703   0.833 
16.877  16.705   0.833 
16.879  16.706   0.834 
16.881  16.708   0.834 
16.883  16.710   0.834 
16.885  16.711   0.834 
16.887  16.713   0.834 
16.889  16.714   0.834 
16.891  16.716   0.834 
16.893  16.717   0.834 
16.895  16.719   0.834 
16.897  16.721   0.834 
16.899  16.722   0.835 
16.901  16.724   0.835 
16.903  16.725   0.835 
16.905  16.727   0.835 
16.907  16.729   0.835 
16.909  16.730   0.835 
16.911  16.732   0.835 
16.913  16.733   0.835 
16.915  16.735   0.835 
16.917  16.737   0.835 
16.919  16.738   0.836 
16.922  16.740   0.836 
16.924  16.741   0.836 
16.926  16.743   0.836 
16.928  16.745   0.836 
16.930  16.746   0.836 
16.932  16.748   0.836 
16.934  16.749   0.836 
16.936  16.751   0.836 
16.938  16.753   0.836 
16.940  16.754   0.837 
16.942  16.756   0.837 
16.944  16.757   0.837 
16.946  16.759   0.837 
16.948  16.760   0.837 
16.950  16.762   0.837 
16.952  16.764   0.837 
16.954  16.765   0.837 
16.956  16.767   0.837 
16.958  16.768   0.837 
16.960  16.770   0.838 
16.962  16.772   0.838 
16.964  16.773   0.838 
16.966  16.775   0.838 
16.968  16.776   0.838 
16.970  16.778   0.838 
16.972  16.780   0.838 
16.974  16.781   0.838 
16.976  16.783   0.838 
16.978  16.784   0.838 
16.980  16.786   0.839 
16.982  16.788   0.839 
16.984  16.789   0.839 
16.986  16.791   0.839 
16.988  16.792   0.839 
16.990  16.794   0.839 
16.992  16.795   0.839 
16.994  16.797   0.839 
16.996  16.799   0.839 
16.998  16.800   0.839 
17.000  16.802   0.840 
17.003  16.803   0.840 
17.005  16.805   0.840 
17.007  16.807   0.840 
17.009  16.808   0.840 
17.011  16.810   0.840 
17.013  16.811   0.840 
17.015  16.813   0.840 
17.017  16.815   0.840 
17.019  16.816   0.840 
17.021  16.818   0.841 
17.023  16.819   0.841 
17.025  16.821   0.841 
17.027  16.823   0.841 
17.029  16.824   0.841 
17.031  16.826   0.841 
17.033  16.827   0.841 
17.035  16.829   0.841 
17.037  16.830   0.841 
17.039  16.832   0.841 
17.041  16.834   0.842 
17.043  16.835   0.842 
17.045  16.837   0.842 
17.047  16.838   0.842 
17.049  16.840   0.842 
17.051  16.842   0.842 
17.053  16.843   0.842 
17.055  16.845   0.842 
17.057  16.846   0.842 
17.059  16.848   0.842 
17.061  16.849   0.843 
17.063  16.851   0.843 
17.065  16.853   0.843 
17.067  16.854   0.843 
17.069  16.856   0.843 
17.071  16.857   0.843 
17.073  16.859   0.843 
17.075  16.861   0.843 
17.077  16.862   0.843 
17.079  16.864   0.843 
17.081  16.865   0.844 
17.084  16.867   0.844 
17.086  16.869   0.844 
17.088  16.870   0.844 
17.090  16.872   0.844 
17.092  16.873   0.844 
17.094  16.875   0.844 
17.096  16.876   0.844 
17.098  16.878   0.844 
17.100  16.880   0.844 
17.102  16.881   0.845 
17.104  16.883   0.845 
17.106  16.884   0.845 
17.108  16.886   0.845 
17.110  16.888   0.845 
17.112  16.889   0.845 
17.114  16.891   0.845 
17.116  16.892   0.845 
17.118  16.894   0.845 
17.120  16.895   0.845 
17.122  16.897   0.846 
17.124  16.899   0.846 
17.126  16.900   0.846 
17.128  16.902   0.846 
17.130  16.903   0.846 
17.132  16.905   0.846 
17.134  16.907   0.846 
17.136  16.908   0.846 
17.138  16.910   0.846 
17.140  16.911   0.846 
17.142  16.913   0.847 
17.144  16.914   0.847 
17.146  16.916   0.847 
17.148  16.918   0.847 
17.150  16.919   0.847 
17.152  16.921   0.847 
17.154  16.922   0.847 
17.156  16.924   0.847 
17.158  16.926   0.847 
17.160  16.927   0.847 
17.162  16.929   0.848 
17.165  16.930   0.848 
17.167  16.932   0.848 
17.169  16.933   0.848 
17.171  16.935   0.848 
17.173  16.937   0.848 
17.175  16.938   0.848 
17.177  16.940   0.848 
17.179  16.941   0.848 
17.181  16.943   0.848 
17.183  16.944   0.849 
17.185  16.946   0.849 
17.187  16.948   0.849 
17.189  16.949   0.849 
17.191  16.951   0.849 
17.193  16.952   0.849 
17.195  16.954   0.849 
17.197  16.956   0.849 
17.199  16.957   0.849 
17.201  16.959   0.849 
17.203  16.960   0.850 
17.205  16.962   0.850 
17.207  16.963   0.850 
17.209  16.965   0.850 
17.211  16.967   0.850 
17.213  16.968   0.850 
17.215  16.970   0.850 
17.217  16.971   0.850 
17.219  16.973   0.850 
17.221  16.975   0.850 
17.223  16.976   0.851 
17.225  16.978   0.851 
17.227  16.979   0.851 
17.229  16.981   0.851 
17.231  16.982   0.851 
17.233  16.984   0.851 
17.235  16.986   0.851 
17.237  16.987   0.851 
17.239  16.989   0.851 
17.241  16.990   0.851 
17.243  16.992   0.852 
17.245  16.993   0.852 
17.248  16.995   0.852 
17.250  16.997   0.852 
17.252  16.998   0.852 
17.254  17.000   0.852 
17.256  17.001   0.852 
17.258  17.003   0.852 
17.260  17.004   0.852 
17.262  17.006   0.852 
17.264  17.008   0.853 
17.266  17.009   0.853 
17.268  17.011   0.853 
17.270  17.012   0.853 
17.272  17.014   0.853 
17.274  17.016   0.853 
17.276  17.017   0.853 
17.278  17.019   0.853 
17.280  17.020   0.853 
17.282  17.022   0.853 
17.284  17.023   0.854 
17.286  17.025   0.854 
17.288  17.027   0.854 
17.290  17.028   0.854 
17.292  17.030   0.854 
17.294  17.031   0.854 
17.296  17.033   0.854 
17.298  17.034   0.854 
17.300  17.036   0.854 
17.302  17.038   0.854 
17.304  17.039   0.855 
17.306  17.041   0.855 
17.308  17.042   0.855 
17.310  17.044   0.855 
17.312  17.045   0.855 
17.314  17.047   0.855 
17.316  17.049   0.855 
17.318  17.050   0.855 
17.320  17.052   0.855 
17.322  17.053   0.855 
17.324  17.055   0.856 
17.326  17.056   0.856 
17.329  17.058   0.856 
17.331  17.060   0.856 
17.333  17.061   0.856 
17.335  17.063   0.856 
17.337  17.064   0.856 
17.339  17.066   0.856 
17.341  17.067   0.856 
17.343  17.069   0.856 
17.345  17.071   0.857 
17.347  17.072   0.857 
17.349  17.074   0.857 
17.351  17.075   0.857 
17.353  17.077   0.857 
17.355  17.078   0.857 
17.357  17.080   0.857 
17.359  17.082   0.857 
17.361  17.083   0.857 
17.363  17.085   0.857 
17.365  17.086   0.858 
17.367  17.088   0.858 
17.369  17.089   0.858 
17.371  17.091   0.858 
17.373  17.093   0.858 
17.375  17.094   0.858 
17.377  17.096   0.858 
17.379  17.097   0.858 
17.381  17.099   0.858 
17.383  17.100   0.858 
17.385  17.102   0.859 
17.387  17.104   0.859 
17.389  17.105   0.859 
17.391  17.107   0.859 
17.393  17.108   0.859 
17.395  17.110   0.859 
17.397  17.111   0.859 
17.399  17.113   0.859 
17.401  17.115   0.859 
17.403  17.116   0.859 
17.405  17.118   0.860 
17.407  17.119   0.860 
17.410  17.121   0.860 
17.412  17.122   0.860 
17.414  17.124   0.860 
17.416  17.126   0.860 
17.418  17.127   0.860 
17.420  17.129   0.860 
17.422  17.130   0.860 
17.424  17.132   0.860 
17.426  17.133   0.861 
17.428  17.135   0.861 
17.430  17.137   0.861 
17.432  17.138   0.861 
17.434  17.140   0.861 
17.436  17.141   0.861 
17.438  17.143   0.861 
17.440  17.144   0.861 
17.442  17.146   0.861 
17.444  17.148   0.861 
17.446  17.149   0.862 
17.448  17.151   0.862 
17.450  17.152   0.862 
17.452  17.154   0.862 
17.454  17.155   0.862 
17.456  17.157   0.862 
17.458  17.159   0.862 
17.460  17.160   0.862 
17.462  17.162   0.862 
17.464  17.163   0.862 
17.466  17.165   0.863 
17.468  17.166   0.863 
17.470  17.168   0.863 
17.472  17.170   0.863 
17.474  17.171   0.863 
17.476  17.173   0.863 
17.478  17.174   0.863 
17.480  17.176   0.863 
17.482  17.177   0.863 
17.484  17.179   0.863 
17.486  17.180   0.864 
17.488  17.182   0.864 
17.491  17.184   0.864 
